Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_pea_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-400253,"Circadian Clock",2,105,0.007220464860404346,0.39296355442011865,0.7530396010668797,2,59,0.004365196803788103,-1.0,9606,Homo sapiens,"P08709;P05121","","R-HSA-549428;R-HSA-549364"
R-HSA-193993,"Mineralocorticoid biosynthesis",1,20,0.0013753266400770184,0.40144448379965514,0.7643708401558466,1,7,5.179047055341817E-4,-1.0,9606,Homo sapiens,"P01215","","R-HSA-193052"
R-HSA-193048,"Androgen biosynthesis",1,27,0.0018566909641039746,0.40144448379965514,0.7643708401558466,1,9,6.658774785439479E-4,-1.0,9606,Homo sapiens,"P01215","","R-HSA-193064"
R-HSA-196071,"Metabolism of steroid hormones",1,70,0.004813643240269564,0.40144448379965514,0.7643708401558466,2,40,0.002959455460195324,-1.0,9606,Homo sapiens,"P01215","","R-HSA-193064;R-HSA-193052"
R-HSA-432142,"Platelet sensitization by LDL",2,23,0.001581625636088571,0.4034520943551494,0.7649314655183618,4,9,6.658774785439479E-4,-1.0,9606,Homo sapiens,"P16284;P29350","","R-HSA-210294;R-HSA-210277;R-HSA-432143;R-HSA-435244"
R-HSA-418346,"Platelet homeostasis",2,117,0.008045660844450558,0.4034520943551494,0.7649314655183618,4,30,0.002219591595146493,-1.0,9606,Homo sapiens,"P16284;P29350","","R-HSA-210294;R-HSA-210277;R-HSA-432143;R-HSA-435244"
R-HSA-5676594,"TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway",4,17,0.0011690276440654655,0.4087760290430059,0.7733834617275515,10,12,8.878366380585972E-4,-1.0,9606,Homo sapiens,"P36941;Q9Y275;P29965;Q9Y6Q6","","R-HSA-5676599;R-HSA-5676596;R-HSA-5668789;R-HSA-5676597;R-HSA-5676595;R-HSA-5676592;R-HSA-5676593;R-HSA-5676591;R-HSA-5676589;R-HSA-199404"
R-HSA-9013423,"RAC3 GTPase cycle",3,100,0.006876633200385091,0.4120049482200894,0.7746974483097706,1,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P05556;O00161;P02786","","R-HSA-9018808"
R-HSA-9013149,"RAC1 GTPase cycle",3,191,0.013134369412735524,0.4120049482200894,0.7746974483097706,1,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P05556;O00161;P02786","","R-HSA-9013145"
R-HSA-373080,"Class B/2 (Secretin family receptors)",4,99,0.00680786686838124,0.41428443061041886,0.7746974483097706,4,20,0.001479727730097662,-1.0,9606,Homo sapiens,"P35318;Q9UHX3;P48960;P24387","","R-HSA-420214;R-HSA-444773;R-HSA-8937613;R-HSA-879674"
R-HSA-389356,"CD28 co-stimulation",2,39,0.0026818869481501856,0.41500622102804774,0.7746974483097706,2,19,0.0014057413435927789,-1.0,9606,Homo sapiens,"P12931;O75791","","R-HSA-389381;R-HSA-388831"
R-HSA-8964539,"Glutamate and glutamine metabolism",1,40,0.0027506532801540367,0.42224208496806037,0.7746974483097706,1,14,0.0010358094110683633,-1.0,9606,Homo sapiens,"Q16773","","R-HSA-893616"
R-HSA-71240,"Tryptophan catabolism",1,48,0.003300783936184844,0.42224208496806037,0.7746974483097706,1,16,0.0011837821840781297,-1.0,9606,Homo sapiens,"Q16773","","R-HSA-893596"
R-HSA-140875,"Common Pathway of Fibrin Clot Formation",6,25,0.0017191583000962728,0.42437319573227894,0.7746974483097706,15,29,0.00214560520864161,1.0,9606,Homo sapiens,"Q8N6Q3;P04070;P05154;P07204;P25116;P24158","","R-HSA-141026;R-HSA-5606996;R-HSA-5607058;R-HSA-5607004;R-HSA-140840;R-HSA-5607002;R-HSA-141040;R-HSA-141046;R-HSA-5604929;R-HSA-140599;R-HSA-5591040;R-HSA-5591052;R-HSA-140696;R-HSA-5591086;R-HSA-5603467"
R-HSA-195721,"Signaling by WNT",4,332,0.022830422225278504,0.42553957455308355,0.7746974483097706,7,157,0.011615862681266647,1.0,9606,Homo sapiens,"Q9BQB4;P40818;Q01973;O94907","","R-HSA-3769401;R-HSA-4641236;R-HSA-5140747;R-HSA-5140741;R-HSA-5368586;R-HSA-3769397;R-HSA-1458875"
R-HSA-9020558,"Interleukin-2 signaling",1,14,9.627286480539128E-4,0.42601011092258867,0.7746974483097706,12,19,0.0014057413435927789,1.0,9606,Homo sapiens,"P01589","","R-HSA-451942;R-HSA-450054;R-HSA-919404;R-HSA-452100;R-HSA-508292;R-HSA-452097;R-HSA-450063;R-HSA-452108;R-HSA-452122;R-HSA-508282;R-HSA-452091;R-HSA-450027"
R-HSA-8877330,"RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)",1,17,0.0011690276440654655,0.42601011092258867,0.7746974483097706,1,20,0.001479727730097662,1.0,9606,Homo sapiens,"P01589","","R-HSA-8877396"
R-HSA-948021,"Transport to the Golgi and subsequent modification",7,219,0.01505982670884335,0.42693140246286,0.7746974483097706,24,60,0.004439183190292986,1.0,9606,Homo sapiens,"Q8NI22;P15907;Q9UBR2;P13987;P15291;P01215;P04066","","R-HSA-975919;R-HSA-6807877;R-HSA-5694418;R-HSA-6807875;R-HSA-203973;R-HSA-5694417;R-HSA-5694527;R-HSA-5694431;R-HSA-6809006;R-HSA-5694428;R-HSA-204008;R-HSA-5694522;R-HSA-6809003;R-HSA-975902;R-HSA-5694439;R-HSA-6809011;R-HSA-6786034;R-HSA-6809010;R-HSA-5694446;R-HSA-5693807;R-HSA-947991;R-HSA-5694410;R-HSA-5694441;R-HSA-5694409"
R-HSA-446203,"Asparagine N-linked glycosylation",7,421,0.028950625773621234,0.42693140246286,0.7746974483097706,25,144,0.010654039656703166,1.0,9606,Homo sapiens,"Q8NI22;P15907;Q9UBR2;P13987;P15291;P01215;P04066","","R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-5694431;R-HSA-6809006;R-HSA-5694428;R-HSA-6809003;R-HSA-975902;R-HSA-6809011;R-HSA-6786034;R-HSA-6809010;R-HSA-4085033;R-HSA-947991;R-HSA-5694410;R-HSA-5694409;R-HSA-975919;R-HSA-6807877;R-HSA-6807875;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-5694439;R-HSA-5694446;R-HSA-5693807;R-HSA-5694441"
R-HSA-8981607,"Intracellular oxygen transport",1,5,3.438316600192546E-4,0.42715691077996876,0.7746974483097706,2,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"P02144","","R-HSA-8981622;R-HSA-8981606"
R-HSA-6783783,"Interleukin-10 signaling",14,86,0.005913904552331178,0.43042750640197425,0.7746974483097706,4,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"P01033;Q14116;P06734;P10147;P13501;P14778;P13500;P18510;P19438;P09341;P05362;P05231;P20333;P27930","","R-HSA-8937656;R-HSA-6785047;R-HSA-6784160;R-HSA-8937654"
R-HSA-73614,"Pyrimidine salvage",1,34,0.002338055288130931,0.4309877335061496,0.7746974483097706,1,10,7.39863865048831E-4,-1.0,9606,Homo sapiens,"P19971","","R-HSA-112266"
R-HSA-73621,"Pyrimidine catabolism",1,51,0.003507082932196397,0.4309877335061496,0.7746974483097706,1,17,0.0012577685705830127,-1.0,9606,Homo sapiens,"P19971","","R-HSA-112265"
R-HSA-8956321,"Nucleotide salvage",1,68,0.004676110576261862,0.4309877335061496,0.7746974483097706,1,21,0.0015537141166025452,-1.0,9606,Homo sapiens,"P19971","","R-HSA-112266"
R-HSA-2173791,"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",1,19,0.0013065603080731675,0.43312787227234184,0.7746974483097706,6,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"Q9Y624","","R-HSA-2160931;R-HSA-2160932;R-HSA-2134532;R-HSA-2160935;R-HSA-2134519;R-HSA-2134506"
R-HSA-420029,"Tight junction interactions",1,30,0.0020629899601155273,0.43312787227234184,0.7746974483097706,1,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"Q9Y624","","R-HSA-419981"
R-HSA-1643685,"Disease",60,2423,0.16662082244533077,0.4358603863182119,0.7746974483097706,346,1631,0.12067179638946433,-1.0,9606,Homo sapiens,"P27352;P30086;Q9HCB6;P12931;P21964;Q9Y6K9;P15291;P04085;O94907;P08887;P98160;Q9UM47;P07359;P07711;P03951;Q9GZV9;P09619;P35442;P10721;Q9BYF1;P16112;P46531;P00533;P05067;P01222;P04179;P35318;P15907;P20062;P12318;P12830;P51888;Q99075;P35475;P14778;P31431;P08581;Q99983;P01215;P21583;P05231;P01730;P09874;P05556;Q14116;Q76LX8;Q14118;P13611;P0DOY2;O43505;Q02790;Q9BUD6;P01127;P07585;Q86VB7;P09601;P04275;P08236","","R-HSA-2023455;R-HSA-9685655;R-HSA-2023451;R-HSA-2318373;R-HSA-3656254;R-HSA-1220610;R-HSA-3656230;R-HSA-1220611;R-HSA-1220614;R-HSA-1220612;R-HSA-5096538;R-HSA-1220613;R-HSA-5262921;R-HSA-1169421;R-HSA-9697423;R-HSA-9035949;R-HSA-449058;R-HSA-9686711;R-HSA-9695415;R-HSA-9686710;R-HSA-9035950;R-HSA-9699007;R-HSA-4793956;R-HSA-9665699;R-HSA-9665698;R-HSA-9665697;R-HSA-8876210;R-HSA-9665701;R-HSA-9665700;R-HSA-9665707;R-HSA-9665706;R-HSA-9665705;R-HSA-9665704;R-HSA-9665709;R-HSA-9698988;R-HSA-8876230;R-HSA-2769000;R-HSA-2769007;R-HSA-2768993;R-HSA-9669855;R-HSA-2768999;R-HSA-8876246;R-HSA-8876240;R-HSA-3325546;R-HSA-9686731;R-HSA-8876255;R-HSA-2769008;R-HSA-2769015;R-HSA-9669874;R-HSA-8876262;R-HSA-9669878;R-HSA-9662710;R-HSA-8876258;R-HSA-9697018;R-HSA-2737728;R-HSA-5339711;R-HSA-9669859;R-HSA-1247842;R-HSA-3656261;R-HSA-1247841;R-HSA-167537;R-HSA-9669863;R-HSA-3656258;R-HSA-3656257;R-HSA-1247844;R-HSA-2206299;R-HSA-6785565;R-HSA-3656269;R-HSA-3656267;R-HSA-9669870;R-HSA-9669868;R-HSA-3636919;R-HSA-9036289;R-HSA-5655262;R-HSA-5655263;R-HSA-5654748;R-HSA-9036290;R-HSA-167566;R-HSA-9673223;R-HSA-164500;R-HSA-5655233;R-HSA-5655247;R-HSA-9665034;R-HSA-164507;R-HSA-5655244;R-HSA-5655245;R-HSA-9665032;R-HSA-164510;R-HSA-5655243;R-HSA-5655240;R-HSA-164508;R-HSA-5655241;R-HSA-164509;R-HSA-164515;R-HSA-2691211;R-HSA-5655285;R-HSA-9664567;R-HSA-2691214;R-HSA-5655295;R-HSA-164521;R-HSA-5655290;R-HSA-200879;R-HSA-164524;R-HSA-5655289;R-HSA-167597;R-HSA-5655270;R-HSA-5655268;R-HSA-5655269;R-HSA-9683488;R-HSA-2691226;R-HSA-167601;R-HSA-5655266;R-HSA-5655278;R-HSA-448703;R-HSA-2691219;R-HSA-5655277;R-HSA-1225947;R-HSA-1225950;R-HSA-112333;R-HSA-1225951;R-HSA-3315455;R-HSA-1225949;R-HSA-5637766;R-HSA-5637764;R-HSA-5637765;R-HSA-9694287;R-HSA-5637770;R-HSA-9678925;R-HSA-9664588;R-HSA-9610867;R-HSA-6785668;R-HSA-5637808;R-HSA-1225978;R-HSA-1247999;R-HSA-2077424;R-HSA-3296477;R-HSA-5637798;R-HSA-5637796;R-HSA-1225952;R-HSA-2077420;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-1225956;R-HSA-1225957;R-HSA-5637806;R-HSA-1225960;R-HSA-1225961;R-HSA-3296462;R-HSA-5637800;R-HSA-5637801;R-HSA-9656211;R-HSA-9656209;R-HSA-1218833;R-HSA-9611158;R-HSA-9656215;R-HSA-9664918;R-HSA-9656214;R-HSA-9664406;R-HSA-9656212;R-HSA-9666458;R-HSA-9660824;R-HSA-1226014;R-HSA-9679775;R-HSA-5336413;R-HSA-1226012;R-HSA-2666278;R-HSA-9665411;R-HSA-9666435;R-HSA-1248002;R-HSA-9665410;R-HSA-9665409;R-HSA-9666433;R-HSA-9665408;R-HSA-8876948;R-HSA-9665415;R-HSA-9665413;R-HSA-9611147;R-HSA-9665417;R-HSA-9665416;R-HSA-9681294;R-HSA-9664397;R-HSA-2900748;R-HSA-9664950;R-HSA-2900747;R-HSA-2730752;R-HSA-4396393;R-HSA-2900743;R-HSA-4396392;R-HSA-2400009;R-HSA-5336417;R-HSA-2900765;R-HSA-4396402;R-HSA-1226016;R-HSA-4396401;R-HSA-5336420;R-HSA-9664933;R-HSA-5336422;R-HSA-2900756;R-HSA-9664940;R-HSA-9664976;R-HSA-9664983;R-HSA-5228811;R-HSA-5655315;R-HSA-6803234;R-HSA-8876993;R-HSA-6803233;R-HSA-5655326;R-HSA-844612;R-HSA-9609689;R-HSA-9664991;R-HSA-8877003;R-HSA-5655323;R-HSA-4420365;R-HSA-5655320;R-HSA-844610;R-HSA-9663426;R-HSA-2033486;R-HSA-3560804;R-HSA-5655301;R-HSA-3560802;R-HSA-8876497;R-HSA-9694661;R-HSA-2033472;R-HSA-180573;R-HSA-9665009;R-HSA-9665525;R-HSA-5228840;R-HSA-9694718;R-HSA-180591;R-HSA-9036283;R-HSA-9036285;R-HSA-180599;R-HSA-180597;R-HSA-5655343;R-HSA-6803230;R-HSA-3299657;R-HSA-9665000;R-HSA-6803227;R-HSA-180606;R-HSA-5655339;R-HSA-9036041;R-HSA-6802919;R-HSA-9664275;R-HSA-9669906;R-HSA-9670418;R-HSA-6802918;R-HSA-9670417;R-HSA-9664273;R-HSA-9665809;R-HSA-9670416;R-HSA-6802916;R-HSA-9669911;R-HSA-6802914;R-HSA-9664278;R-HSA-2220964;R-HSA-2220967;R-HSA-6802912;R-HSA-2220966;R-HSA-6802927;R-HSA-9670426;R-HSA-6802926;R-HSA-6802925;R-HSA-2220971;R-HSA-6802924;R-HSA-9036037;R-HSA-9670431;R-HSA-6802922;R-HSA-6802921;R-HSA-9664285;R-HSA-9670428;R-HSA-6802935;R-HSA-6802934;R-HSA-9669890;R-HSA-3595175;R-HSA-2220976;R-HSA-5615556;R-HSA-6802933;R-HSA-2220979;R-HSA-6802932;R-HSA-2220978;R-HSA-2220981;R-HSA-9664261;R-HSA-192916;R-HSA-2220982;R-HSA-6802943;R-HSA-2220985;R-HSA-6802942;R-HSA-9669898;R-HSA-6802941;R-HSA-3595178;R-HSA-1248655;R-HSA-9664271;R-HSA-9670414;R-HSA-2220988;R-HSA-5617096;R-HSA-9664270;R-HSA-9670413;R-HSA-3595176;R-HSA-9669900;R-HSA-9670412;R-HSA-9664268;R-HSA-5615604;R-HSA-9678128;R-HSA-8863009;R-HSA-8870703;R-HSA-9683769;R-HSA-9036068;R-HSA-9662781;R-HSA-9036070;R-HSA-5638137;R-HSA-2220944;R-HSA-8870710;R-HSA-9670433;R-HSA-2012074;R-HSA-1248677;R-HSA-9670436;R-HSA-2012073;R-HSA-6802911;R-HSA-6802910;R-HSA-2220957;R-HSA-9666383;R-HSA-1839100;R-HSA-9694579;R-HSA-9680242;R-HSA-9662837;R-HSA-1839098;R-HSA-2660815;R-HSA-9666426;R-HSA-1839094;R-HSA-9666425;R-HSA-9680248;R-HSA-9665407;R-HSA-8875371;R-HSA-9665406;R-HSA-9666430;R-HSA-9679740;R-HSA-9665404;R-HSA-9666428;R-HSA-9681763;R-HSA-1250272;R-HSA-2660816;R-HSA-2660819;R-HSA-9665389;R-HSA-2660822;R-HSA-9665388"
R-HSA-419812,"Calcitonin-like ligand receptors",1,11,7.564296520423601E-4,0.43743160299807704,0.7746974483097706,1,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P35318","","R-HSA-420214"
R-HSA-5690714,"CD22 mediated BCR regulation",3,72,0.004951175904277266,0.439149401652854,0.7746974483097706,3,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P29350;P0DOY2;P40259","","R-HSA-5690740;R-HSA-5690702;R-HSA-5690701"
R-HSA-983695,"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",3,103,0.007082932196396644,0.439149401652854,0.7746974483097706,10,25,0.0018496596626220775,1.0,9606,Homo sapiens,"P29350;P0DOY2;P40259","","R-HSA-9606162;R-HSA-9606163;R-HSA-983709;R-HSA-983707;R-HSA-9606151;R-HSA-983703;R-HSA-1112666;R-HSA-983700;R-HSA-9606159;R-HSA-983696"
R-HSA-8856828,"Clathrin-mediated endocytosis",6,161,0.011071379452619998,0.44042080894466207,0.7746974483097706,18,35,0.0025895235276709085,-1.0,9606,Homo sapiens,"P11717;P01130;P00533;Q99075;P01730;P02786","","R-HSA-8868071;R-HSA-8866279;R-HSA-8868230;R-HSA-8866277;R-HSA-8863471;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8869438;R-HSA-8871194;R-HSA-8871193"
R-HSA-8856825,"Cargo recognition for clathrin-mediated endocytosis",6,115,0.007908128180442855,0.44042080894466207,0.7746974483097706,3,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"P11717;P01130;P00533;Q99075;P01730;P02786","","R-HSA-8866279;R-HSA-8866277;R-HSA-8863471"
R-HSA-5621481,"C-type lectin receptors (CLRs)",5,203,0.013959565396781736,0.44850438854490404,0.7746974483097706,8,68,0.005031074282332051,-1.0,9606,Homo sapiens,"P32942;Q9Y6K9;Q9NNX6;P12931;P13598","","R-HSA-5621573;R-HSA-5621606;R-HSA-5607750;R-HSA-202534;R-HSA-5621571;R-HSA-5621615;R-HSA-5607742;R-HSA-202541"
R-HSA-380108,"Chemokine receptors bind chemokines",9,57,0.003919680924219502,0.44967596904943286,0.7746974483097706,8,19,0.0014057413435927789,1.0,9606,Homo sapiens,"Q92583;Q9H2A7;P47992;P09341;O15467;P10147;P13501;O00585;P13500","","R-HSA-373061;R-HSA-373813;R-HSA-373073;R-HSA-443986;R-HSA-373071;R-HSA-373358;R-HSA-443978;R-HSA-373339"
R-HSA-5083635,"Defective B3GALTL causes Peters-plus syndrome (PpS)",4,39,0.0026818869481501856,0.4498958232454072,0.7746974483097706,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"Q76LX8;Q9BUD6;Q9HCB6;P35442","","R-HSA-6785565"
R-HSA-5173214,"O-glycosylation of TSR domain-containing proteins",4,41,0.0028194196121578874,0.4498958232454072,0.7746974483097706,2,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"Q76LX8;Q9BUD6;Q9HCB6;P35442","","R-HSA-5173005;R-HSA-5173192"
R-HSA-168249,"Innate Immune System",75,1334,0.09173428689313712,0.45392566429764847,0.7746974483097706,145,710,0.052530334418467,-1.0,9606,Homo sapiens,"P26022;P32942;P80188;P15529;P20160;P13987;Q8IYS5;P12931;P19256;P00749;P04080;Q9Y6K9;P01833;P15291;P24158;P01034;P28799;P07478;Q8N423;O95721;P07711;P48960;Q15109;Q9NNX6;O75015;P13598;P15144;O00161;P36222;P09341;P14174;P05067;P78380;Q8N6Q3;P31997;P78324;Q16769;Q6GTX8;P05107;Q9NPY3;P12318;P29350;O00241;P11226;P35237;Q8WVQ1;Q03405;P14780;P16284;Q9NY25;P06681;P04066;P01730;Q15485;P20333;P11717;P07339;P12724;P0DOY2;O75791;O75594;P15289;P17931;P19957;Q8NBS9;P14151;Q9UBR2;Q9HD89;P20023;Q9BXR6;P05164;P09601;Q13231;P08236;Q99538","","R-HSA-6801766;R-HSA-975119;R-HSA-741386;R-HSA-688136;R-HSA-6810724;R-HSA-688137;R-HSA-8852874;R-HSA-879362;R-HSA-5621573;R-HSA-6803063;R-HSA-981535;R-HSA-5607750;R-HSA-5621571;R-HSA-202534;R-HSA-450337;R-HSA-741411;R-HSA-450346;R-HSA-202541;R-HSA-1006143;R-HSA-5621606;R-HSA-8951486;R-HSA-1296421;R-HSA-173626;R-HSA-5621615;R-HSA-173631;R-HSA-879411;R-HSA-2730856;R-HSA-166721;R-HSA-2730858;R-HSA-166726;R-HSA-1471314;R-HSA-2730860;R-HSA-173636;R-HSA-937032;R-HSA-622415;R-HSA-844612;R-HSA-2730851;R-HSA-937029;R-HSA-6800426;R-HSA-844610;R-HSA-1678920;R-HSA-688985;R-HSA-6800434;R-HSA-2730876;R-HSA-210271;R-HSA-6789126;R-HSA-210274;R-HSA-166753;R-HSA-5684275;R-HSA-8851436;R-HSA-5607742;R-HSA-6801687;R-HSA-2730841;R-HSA-2730840;R-HSA-173680;R-HSA-2730843;R-HSA-2730847;R-HSA-6789136;R-HSA-2730833;R-HSA-981621;R-HSA-5684267;R-HSA-2424484;R-HSA-2424485;R-HSA-2424486;R-HSA-9725206;R-HSA-8853252;R-HSA-2424487;R-HSA-2029467;R-HSA-2424481;R-HSA-8852481;R-HSA-166795;R-HSA-166792;R-HSA-8933635;R-HSA-2029458;R-HSA-2029459;R-HSA-2029457;R-HSA-6799350;R-HSA-2029455;R-HSA-2029452;R-HSA-2029453;R-HSA-844440;R-HSA-5609665;R-HSA-933530;R-HSA-2029451;R-HSA-2454192;R-HSA-5229273;R-HSA-2396594;R-HSA-2029449;R-HSA-9724685;R-HSA-2396606;R-HSA-1678981;R-HSA-981648;R-HSA-2730889;R-HSA-2730888;R-HSA-166817;R-HSA-2855054;R-HSA-706479;R-HSA-2730892;R-HSA-2530445;R-HSA-2730882;R-HSA-2730885;R-HSA-933539;R-HSA-8852266;R-HSA-2730884;R-HSA-2730886;R-HSA-8948027;R-HSA-2396561;R-HSA-6789072;R-HSA-2424476;R-HSA-2029476;R-HSA-6813659;R-HSA-981680;R-HSA-6789031;R-HSA-977615;R-HSA-2454240;R-HSA-2029272;R-HSA-2029273;R-HSA-2029270;R-HSA-2029271;R-HSA-2029268;R-HSA-977602;R-HSA-168910;R-HSA-9014343;R-HSA-168140;R-HSA-977375;R-HSA-977629;R-HSA-977619;R-HSA-2197697;R-HSA-168166;R-HSA-2454208;R-HSA-2559439;R-HSA-1861621;R-HSA-6798743;R-HSA-879358;R-HSA-1250272;R-HSA-9021306;R-HSA-6798739;R-HSA-6798751;R-HSA-6798749;R-HSA-168184;R-HSA-2454239;R-HSA-6798748;R-HSA-6798747;R-HSA-6798745;R-HSA-1461993"
R-HSA-9012852,"Signaling by NOTCH3",3,63,0.004332278916242608,0.4543867160903142,0.7746974483097706,35,37,0.0027374963006806747,1.0,9606,Homo sapiens,"Q9UM47;P46531;P00533","","R-HSA-9021451;R-HSA-9021450;R-HSA-9013069;R-HSA-9018573;R-HSA-9021325;R-HSA-9018572;R-HSA-157124;R-HSA-9013568;R-HSA-9017797;R-HSA-9017817;R-HSA-9016861;R-HSA-9021406;R-HSA-9021520;R-HSA-9021523;R-HSA-157145;R-HSA-9016916;R-HSA-9013652;R-HSA-9021480;R-HSA-9018538;R-HSA-9016751;R-HSA-9018542;R-HSA-2168136;R-HSA-9013284;R-HSA-9021412;R-HSA-157100;R-HSA-9021478;R-HSA-157937;R-HSA-9014141;R-HSA-9017855;R-HSA-9013567;R-HSA-9013631;R-HSA-9013361;R-HSA-9014129;R-HSA-9013488;R-HSA-9017398"
R-HSA-6811442,"Intra-Golgi and retrograde Golgi-to-ER traffic",2,218,0.0149910603768395,0.4563148414912569,0.7746974483097706,5,48,0.003551346552234389,-1.0,9606,Homo sapiens,"P11717;O95721","","R-HSA-6814675;R-HSA-6814674;R-HSA-6814671;R-HSA-6814670;R-HSA-6811433"
R-HSA-4420332,"Defective B3GALT6 causes EDSP2 and SEMDJL1",4,21,0.0014440929720808693,0.4625553057516033,0.7746974483097706,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P13611;P07585;P31431;P98160","","R-HSA-4420365"
R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",4,21,0.0014440929720808693,0.4625553057516033,0.7746974483097706,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P13611;P07585;P31431;P98160","","R-HSA-3560804"
R-HSA-3560801,"Defective B3GAT3 causes JDSSDHD",4,22,0.0015128593040847202,0.4625553057516033,0.7746974483097706,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P13611;P07585;P31431;P98160","","R-HSA-3560802"
R-HSA-1971475,"A tetrasaccharide linker sequence is required for GAG synthesis",4,31,0.0021317562921193784,0.4625553057516033,0.7746974483097706,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P13611;P07585;P31431;P98160","","R-HSA-1889981;R-HSA-9638064;R-HSA-1889978;R-HSA-1878002;R-HSA-1889955"
R-HSA-112315,"Transmission across Chemical Synapses",2,341,0.023449319213313162,0.46602361210101506,0.7746974483097706,4,163,0.012059781000295946,-1.0,9606,Homo sapiens,"P21964;P12931","","R-HSA-9612085;R-HSA-9679775;R-HSA-379464;R-HSA-379387"
R-HSA-456926,"Thrombin signalling through proteinase activated receptors (PARs)",2,35,0.002406821620134782,0.46860607543236477,0.7746974483097706,8,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"P12931;P25116","","R-HSA-418163;R-HSA-418176;R-HSA-418158;R-HSA-418172;R-HSA-418170;R-HSA-418091;R-HSA-418200;R-HSA-9708859"
R-HSA-9603381,"Activated NTRK3 signals through PI3K",1,10,6.876633200385092E-4,0.47106462982329833,0.7746974483097706,4,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-9603445;R-HSA-9603419;R-HSA-9603420;R-HSA-9603437"
R-HSA-191650,"Regulation of gap junction activity",1,5,3.438316600192546E-4,0.47106462982329833,0.7746974483097706,3,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-191654;R-HSA-191636;R-HSA-191656"
R-HSA-3928663,"EPHA-mediated growth cone collapse",1,33,0.0022692889561270802,0.47106462982329833,0.7746974483097706,3,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-3928651;R-HSA-3928602;R-HSA-3928648"
R-HSA-418885,"DCC mediated attractive signaling",1,19,0.0013065603080731675,0.47106462982329833,0.7746974483097706,8,12,8.878366380585972E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-373716;R-HSA-418868;R-HSA-418850;R-HSA-418865;R-HSA-374701;R-HSA-418874;R-HSA-418858;R-HSA-418856"
R-HSA-171007,"p38MAPK events",1,19,0.0013065603080731675,0.47106462982329833,0.7746974483097706,2,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-171011;R-HSA-170991"
R-HSA-389513,"CTLA4 inhibitory signaling",1,25,0.0017191583000962728,0.47106462982329833,0.7746974483097706,2,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-388833;R-HSA-388829"
R-HSA-8941858,"Regulation of RUNX3 expression and activity",1,57,0.003919680924219502,0.47106462982329833,0.7746974483097706,3,9,6.658774785439479E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-8937807;R-HSA-8937792;R-HSA-8937814"
R-HSA-418886,"Netrin mediated repulsion signals",1,10,6.876633200385092E-4,0.47106462982329833,0.7746974483097706,1,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-418859"
R-HSA-9013420,"RHOU GTPase cycle",1,44,0.0030257186081694403,0.47106462982329833,0.7746974483097706,1,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-9726848"
R-HSA-1253288,"Downregulation of ERBB4 signaling",1,11,7.564296520423601E-4,0.47106462982329833,0.7746974483097706,1,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P12931","","R-HSA-9612219"
