Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_ms_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5693606,"DNA Double Strand Break Response",3,75,0.005157474900288819,0.49971526018995227,0.8358361301696757,30,48,0.003551346552234389,1.0,9606,Homo sapiens,"P62805;Q16695;P62987","","R-HSA-5682967;R-HSA-5683735;R-HSA-69891;R-HSA-5682965;R-HSA-5683986;R-HSA-5682588;R-HSA-5683930;R-HSA-5682586;R-HSA-5683801;R-HSA-5682629;R-HSA-5683077;R-HSA-5693583;R-HSA-5683405;R-HSA-9701000;R-HSA-5682992;R-HSA-5693566;R-HSA-5683967;R-HSA-5683964;R-HSA-5683384;R-HSA-5683385;R-HSA-5682598;R-HSA-5682983;R-HSA-5693602;R-HSA-5693536;R-HSA-5683425;R-HSA-5682607;R-HSA-5682863;R-HSA-5693551;R-HSA-5693549;R-HSA-5682858"
R-HSA-5693532,"DNA Double-Strand Break Repair",3,168,0.011552743776646954,0.49971526018995227,0.8358361301696757,37,111,0.008212488902042025,1.0,9606,Homo sapiens,"P62805;Q16695;P62987","","R-HSA-5682967;R-HSA-5683735;R-HSA-69891;R-HSA-5684052;R-HSA-5682965;R-HSA-5683986;R-HSA-5693599;R-HSA-5682588;R-HSA-5686685;R-HSA-5683930;R-HSA-5682586;R-HSA-5683801;R-HSA-5693593;R-HSA-5682629;R-HSA-5683077;R-HSA-5693583;R-HSA-5683405;R-HSA-9701000;R-HSA-5686900;R-HSA-5682992;R-HSA-5686704;R-HSA-5693566;R-HSA-5683967;R-HSA-5683964;R-HSA-5683384;R-HSA-5683385;R-HSA-5682598;R-HSA-5682983;R-HSA-5684071;R-HSA-5693602;R-HSA-5693536;R-HSA-5683425;R-HSA-5682607;R-HSA-5682863;R-HSA-5693551;R-HSA-5693549;R-HSA-5682858"
R-HSA-5693607,"Processing of DNA double-strand break ends",3,90,0.006188969880346582,0.49971526018995227,0.8358361301696757,2,17,0.0012577685705830127,1.0,9606,Homo sapiens,"P62805;Q16695;P62987","","R-HSA-5684071;R-HSA-5684052"
R-HSA-5693567,"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",3,124,0.008527025168477514,0.49971526018995227,0.8358361301696757,3,42,0.0031074282332050904,1.0,9606,Homo sapiens,"P62805;Q16695;P62987","","R-HSA-5684071;R-HSA-5684052;R-HSA-5693593"
R-HSA-5693538,"Homology Directed Repair",3,130,0.008939623160500619,0.49971526018995227,0.8358361301696757,3,50,0.003699319325244155,1.0,9606,Homo sapiens,"P62805;Q16695;P62987","","R-HSA-5684071;R-HSA-5684052;R-HSA-5693593"
R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",3,16,0.0011002613120616146,0.5009319390506745,0.8358361301696757,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"Q93063;Q16394;P98160","","R-HSA-9036283;R-HSA-3656261;R-HSA-9036285;R-HSA-3656257"
R-HSA-3656237,"Defective EXT2 causes exostoses 2",3,16,0.0011002613120616146,0.5009319390506745,0.8358361301696757,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"Q93063;Q16394;P98160","","R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-3656267"
R-HSA-5696394,"DNA Damage Recognition in GG-NER",2,40,0.0027506532801540367,0.5037811734221838,0.8358361301696757,4,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P60709;P62987","","R-HSA-6782943;R-HSA-5691006;R-HSA-5696655;R-HSA-5696664"
R-HSA-5696398,"Nucleotide Excision Repair",2,119,0.008183193508458258,0.5037811734221838,0.8358361301696757,28,37,0.0027374963006806747,1.0,9606,Homo sapiens,"P60709;P62987","","R-HSA-9684118;R-HSA-5696465;R-HSA-5696670;R-HSA-6781867;R-HSA-5696664;R-HSA-6790454;R-HSA-6782069;R-HSA-6782004;R-HSA-5689861;R-HSA-6782131;R-HSA-5696655;R-HSA-6782141;R-HSA-6782204;R-HSA-6782138;R-HSA-5690996;R-HSA-5690997;R-HSA-6782211;R-HSA-6782208;R-HSA-5691006;R-HSA-5691000;R-HSA-5691001;R-HSA-6790487;R-HSA-5690213;R-HSA-6782227;R-HSA-6782224;R-HSA-6782943;R-HSA-5690988;R-HSA-6782234"
R-HSA-5696399,"Global Genome Nucleotide Excision Repair (GG-NER)",2,92,0.006326502544354284,0.5037811734221838,0.8358361301696757,15,20,0.001479727730097662,1.0,9606,Homo sapiens,"P60709;P62987","","R-HSA-5690996;R-HSA-5690997;R-HSA-5696465;R-HSA-5696670;R-HSA-5691006;R-HSA-5696664;R-HSA-5691000;R-HSA-5691001;R-HSA-6790487;R-HSA-6790454;R-HSA-5690213;R-HSA-5689861;R-HSA-6782943;R-HSA-5696655;R-HSA-5690988"
R-HSA-9013405,"RHOD GTPase cycle",7,57,0.003919680924219502,0.5045208553428053,0.8358361301696757,1,9,6.658774785439479E-4,-1.0,9606,Homo sapiens,"Q658P3;O60610;P20700;P12814;P43121;Q16643;P47756","","R-HSA-9693198"
R-HSA-70221,"Glycogen breakdown (glycogenolysis)",1,26,0.0017879246321001237,0.5047493822126213,0.8358361301696757,3,15,0.0011097957975732466,1.0,9606,Homo sapiens,"P06737","","R-HSA-71588;R-HSA-71590;R-HSA-453339"
R-HSA-420597,"Nectin/Necl  trans heterodimerization",2,7,4.813643240269564E-4,0.5073981932914676,0.8358361301696757,3,8,5.918910920390648E-4,-1.0,9606,Homo sapiens,"P15151;Q9BY67","","R-HSA-420595;R-HSA-420593;R-HSA-420586"
R-HSA-5358346,"Hedgehog ligand biogenesis",14,72,0.004951175904277266,0.5074535087742238,0.8358361301696757,6,15,0.0011097957975732466,1.0,9606,Homo sapiens,"P28066;P28065;P28072;P28070;Q99436;P62987;P25789;P25788;P49721;P60900;P55072;P07237;P25787;P25786","","R-HSA-5362448;R-HSA-5358336;R-HSA-5358340;R-HSA-5362441;R-HSA-5362459;R-HSA-5362412"
R-HSA-418990,"Adherens junctions interactions",7,35,0.002406821620134782,0.509344516572902,0.8358361301696757,8,16,0.0011837821840781297,-1.0,9606,Homo sapiens,"P60709;P15151;P33151;P12830;P35222;Q9BY67;P55290","","R-HSA-5692437;R-HSA-420595;R-HSA-420592;R-HSA-420593;R-HSA-433725;R-HSA-419002;R-HSA-420586;R-HSA-419001"
R-HSA-71387,"Metabolism of carbohydrates",43,456,0.03135744739375602,0.5100869230910987,0.8358361301696757,99,243,0.017978691920686594,1.0,9606,Homo sapiens,"P06733;P37837;P06737;P14618;P40926;P40925;O14594;Q9Y5Y7;O00462;P51884;Q93063;P36871;P60174;Q9Y251;Q16394;P98160;P06744;P29401;P07738;P04406;P52209;P52848;P13611;P11413;P54802;P19367;P18577;O43505;P18669;P16112;P15121;Q04446;Q6UVK1;P00558;P05062;P62987;P04075;P16070;P49247;Q01813;P22304;P00352","","R-HSA-2046239;R-HSA-1971487;R-HSA-1971482;R-HSA-1971483;R-HSA-2046222;R-HSA-71445;R-HSA-70420;R-HSA-2022919;R-HSA-2076419;R-HSA-9638064;R-HSA-1678650;R-HSA-2046265;R-HSA-2090038;R-HSA-70449;R-HSA-2160915;R-HSA-70454;R-HSA-1971491;R-HSA-70467;R-HSA-2076508;R-HSA-2046298;R-HSA-70471;R-HSA-71495;R-HSA-8853710;R-HSA-71496;R-HSA-70475;R-HSA-2065233;R-HSA-70481;R-HSA-6813749;R-HSA-2046285;R-HSA-70482;R-HSA-70486;R-HSA-70494;R-HSA-2018682;R-HSA-71783;R-HSA-198508;R-HSA-177784;R-HSA-9638127;R-HSA-2018659;R-HSA-9638125;R-HSA-1678694;R-HSA-71299;R-HSA-1793176;R-HSA-1793182;R-HSA-2024084;R-HSA-71306;R-HSA-1678742;R-HSA-3322016;R-HSA-6798335;R-HSA-5652172;R-HSA-71324;R-HSA-163741;R-HSA-1889981;R-HSA-1667005;R-HSA-163751;R-HSA-71588;R-HSA-1889978;R-HSA-71335;R-HSA-3322005;R-HSA-71334;R-HSA-71590;R-HSA-3781009;R-HSA-71850;R-HSA-2022065;R-HSA-9632034;R-HSA-2022063;R-HSA-2024108;R-HSA-2022061;R-HSA-9632033;R-HSA-9038653;R-HSA-2022056;R-HSA-163764;R-HSA-3780995;R-HSA-2022052;R-HSA-2024100;R-HSA-1889955;R-HSA-2046175;R-HSA-2076383;R-HSA-70342;R-HSA-2076371;R-HSA-2022860;R-HSA-2160884;R-HSA-2022856;R-HSA-1793217;R-HSA-2160892;R-HSA-2076611;R-HSA-2022851;R-HSA-453339;R-HSA-2022911;R-HSA-2025724;R-HSA-2025723;R-HSA-71654;R-HSA-70377;R-HSA-71660;R-HSA-1878002;R-HSA-2076392;R-HSA-71670;R-HSA-2022887;R-HSA-3322057;R-HSA-2046180"
R-HSA-844456,"The NLRP3 inflammasome",2,24,0.001650391968092422,0.5113049637168912,0.8358361301696757,10,18,0.0013317549570878958,1.0,9606,Homo sapiens,"P10599;P08238","","R-HSA-873951;R-HSA-844440;R-HSA-1296421;R-HSA-844612;R-HSA-874087;R-HSA-1250280;R-HSA-1250264;R-HSA-844610;R-HSA-1250253;R-HSA-1306876"
R-HSA-622312,"Inflammasomes",2,34,0.002338055288130931,0.5113049637168912,0.8358361301696757,10,28,0.0020716188221367266,1.0,9606,Homo sapiens,"P10599;P08238","","R-HSA-873951;R-HSA-844440;R-HSA-1296421;R-HSA-844612;R-HSA-874087;R-HSA-1250280;R-HSA-1250264;R-HSA-844610;R-HSA-1250253;R-HSA-1306876"
R-HSA-202427,"Phosphorylation of CD3 and TCR zeta chains",1,45,0.003094484940173291,0.5137820310394019,0.8358361301696757,2,7,5.179047055341817E-4,-1.0,9606,Homo sapiens,"Q12913","","R-HSA-202214;R-HSA-202233"
R-HSA-3108232,"SUMO E3 ligases SUMOylate target proteins",3,183,0.012584238756704717,0.5139417378377393,0.8358361301696757,5,131,0.009692216632139686,-1.0,9606,Homo sapiens,"P06748;P62805;Q99497","","R-HSA-4570485;R-HSA-4570496;R-HSA-4086059;R-HSA-4086088;R-HSA-4085331"
R-HSA-2990846,"SUMOylation",3,192,0.013203135744739376,0.5139417378377393,0.8358361301696757,5,140,0.010358094110683634,-1.0,9606,Homo sapiens,"P06748;P62805;Q99497","","R-HSA-4570485;R-HSA-4570496;R-HSA-4086059;R-HSA-4086088;R-HSA-4085331"
R-HSA-5632684,"Hedgehog 'on' state",13,92,0.006326502544354284,0.5142178011195175,0.8358361301696757,7,37,0.0027374963006806747,1.0,9606,Homo sapiens,"P28066;P28065;P28072;P28070;Q99436;Q4KMG0;P62987;P25789;P25788;P49721;P60900;P25787;P25786","","R-HSA-5635856;R-HSA-5635868;R-HSA-5632668;R-HSA-5632652;R-HSA-5635854;R-HSA-5632648;R-HSA-5635864"
R-HSA-390450,"Folding of actin by CCT/TriC",3,13,8.939623160500619E-4,0.5177483103140788,0.8358361301696757,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P50991;P60709;P49368","","R-HSA-390453;R-HSA-390459"
R-HSA-1643685,"Disease",155,2423,0.16662082244533077,0.5183283024541272,0.8358361301696757,505,1631,0.12067179638946433,-1.0,9606,Homo sapiens,"P07900;P37837;Q03154;P30086;Q9HCB6;P10599;P14314;P62993;P36871;O15511;Q8WUM4;P98160;P07996;P07359;P03951;P03952;Q14697;P13639;P62805;Q9HAV0;P46782;P36578;P16112;P84098;P08571;P27918;P05062;P02679;P61158;P49247;P01742;P60900;P02675;P01861;P67936;P46779;P01860;P00450;P01780;P10619;O15144;O15145;P62937;O15143;P52735;P51884;P20810;P61160;Q9H4B7;P23526;P63220;P25789;Q9UQB8;P25788;P01137;P05155;P62258;P25787;P25786;P05556;P32119;P31946;Q16777;O75874;P43251;P13611;P35222;P54802;P31146;P20700;P15880;P35232;Q04446;Q6UVK1;Q02543;P00558;P01768;P08311;P02730;Q9P2E9;P62942;P06733;P08514;P0DMV8;Q16706;O14594;P35579;O43516;Q9UBW5;Q93063;P00748;P01834;P02647;P02766;P61224;P00742;Q16394;P55072;P00740;P22897;Q9UM47;Q92804;P06748;P60709;P23083;P10721;Q99436;P18206;P00734;P01700;P49721;P02753;P48637;P05023;P22304;P00451;P01024;P02751;P06753;P27797;P04179;P05026;P02671;P05106;P28066;P05109;P28065;P12830;P01859;P01857;P61247;P02788;P02545;P26038;P61769;P62851;P60953;Q9Y490;Q8TAX7;Q06830;Q5QNW6;P28072;P0DOY2;P19367;A0M8Q6;P28070;O43505;P62987;P07384;P06331;Q86VB7;P04275;P08238","","R-HSA-184323;R-HSA-182279;R-HSA-182286;R-HSA-9694364;R-HSA-1220610;R-HSA-1220611;R-HSA-5096537;R-HSA-1220614;R-HSA-1839114;R-HSA-1220612;R-HSA-1220613;R-HSA-5096538;R-HSA-5096532;R-HSA-5602383;R-HSA-1839110;R-HSA-1169421;R-HSA-1839107;R-HSA-9613490;R-HSA-9035949;R-HSA-9035950;R-HSA-9613498;R-HSA-5387386;R-HSA-2466828;R-HSA-9724090;R-HSA-5387389;R-HSA-9665699;R-HSA-9665698;R-HSA-9665697;R-HSA-9665696;R-HSA-9665703;R-HSA-173111;R-HSA-9665702;R-HSA-9665700;R-HSA-9665707;R-HSA-173115;R-HSA-9665708;R-HSA-2769007;R-HSA-9670874;R-HSA-9669855;R-HSA-8876246;R-HSA-9679044;R-HSA-9724099;R-HSA-8876240;R-HSA-8876255;R-HSA-8876262;R-HSA-9669874;R-HSA-9649393;R-HSA-5602353;R-HSA-8876258;R-HSA-9669878;R-HSA-8936676;R-HSA-9669859;R-HSA-9669863;R-HSA-9670888;R-HSA-9669870;R-HSA-4225086;R-HSA-9669868;R-HSA-9703440;R-HSA-9703441;R-HSA-9703442;R-HSA-3159227;R-HSA-9614367;R-HSA-9653249;R-HSA-9703430;R-HSA-9614343;R-HSA-4839635;R-HSA-2197691;R-HSA-9703438;R-HSA-2197690;R-HSA-4839634;R-HSA-9703439;R-HSA-9703434;R-HSA-4839638;R-HSA-448678;R-HSA-8866854;R-HSA-9664567;R-HSA-9652277;R-HSA-8866858;R-HSA-8866857;R-HSA-1227964;R-HSA-8866856;R-HSA-9673761;R-HSA-9673760;R-HSA-4827388;R-HSA-167097;R-HSA-9652264;R-HSA-192704;R-HSA-9725009;R-HSA-1225947;R-HSA-167113;R-HSA-9725023;R-HSA-167118;R-HSA-1225950;R-HSA-1225951;R-HSA-1225949;R-HSA-5387392;R-HSA-3797226;R-HSA-167121;R-HSA-5621888;R-HSA-167130;R-HSA-167134;R-HSA-442586;R-HSA-9678925;R-HSA-9664588;R-HSA-444647;R-HSA-167136;R-HSA-2197698;R-HSA-5655733;R-HSA-442592;R-HSA-192746;R-HSA-9660538;R-HSA-9660536;R-HSA-1306876;R-HSA-3159232;R-HSA-9725030;R-HSA-1225952;R-HSA-1225956;R-HSA-9684068;R-HSA-1225957;R-HSA-1225960;R-HSA-1225961;R-HSA-9660819;R-HSA-5659989;R-HSA-1218833;R-HSA-9664918;R-HSA-5659998;R-HSA-9725342;R-HSA-9660824;R-HSA-1226014;R-HSA-9725338;R-HSA-1226012;R-HSA-9660828;R-HSA-5579084;R-HSA-1218824;R-HSA-5579081;R-HSA-2453818;R-HSA-5602672;R-HSA-9701810;R-HSA-2130194;R-HSA-9670049;R-HSA-1226016;R-HSA-5336421;R-HSA-9670054;R-HSA-5336420;R-HSA-9664933;R-HSA-5660015;R-HSA-9725357;R-HSA-5660013;R-HSA-192830;R-HSA-180540;R-HSA-9664940;R-HSA-9712084;R-HSA-9712085;R-HSA-9712086;R-HSA-9712087;R-HSA-9664983;R-HSA-9712081;R-HSA-9712082;R-HSA-9712083;R-HSA-9614810;R-HSA-9614811;R-HSA-192841;R-HSA-9609689;R-HSA-9712088;R-HSA-9664991;R-HSA-9672158;R-HSA-3560804;R-HSA-9694656;R-HSA-3560802;R-HSA-8876497;R-HSA-9712078;R-HSA-9712079;R-HSA-180573;R-HSA-9665009;R-HSA-3645780;R-HSA-9672163;R-HSA-9614816;R-HSA-9694689;R-HSA-9036283;R-HSA-8868340;R-HSA-9036285;R-HSA-180597;R-HSA-9672164;R-HSA-180603;R-HSA-9672170;R-HSA-5602606;R-HSA-9665000;R-HSA-8868344;R-HSA-6802919;R-HSA-6802918;R-HSA-9669906;R-HSA-9665809;R-HSA-6802916;R-HSA-6802915;R-HSA-9669911;R-HSA-6802914;R-HSA-5609939;R-HSA-6802912;R-HSA-9036046;R-HSA-6802927;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-6802935;R-HSA-6802934;R-HSA-9669890;R-HSA-6802933;R-HSA-6802932;R-HSA-9651456;R-HSA-6785524;R-HSA-8936731;R-HSA-6802943;R-HSA-180634;R-HSA-9651467;R-HSA-6802942;R-HSA-9669898;R-HSA-180632;R-HSA-6802941;R-HSA-9650447;R-HSA-1248655;R-HSA-9036052;R-HSA-6802937;R-HSA-9669900;R-HSA-8868134;R-HSA-8863012;R-HSA-1248694;R-HSA-8863008;R-HSA-9662781;R-HSA-6802911;R-HSA-880053;R-HSA-6802910;R-HSA-6802908;R-HSA-434637;R-HSA-9690461;R-HSA-9710917;R-HSA-9694529;R-HSA-873951;R-HSA-9710914;R-HSA-9680242;R-HSA-180710;R-HSA-9662837;R-HSA-2263496;R-HSA-9680248;R-HSA-180725;R-HSA-180728;R-HSA-3139027;R-HSA-180732;R-HSA-5602901;R-HSA-180736;R-HSA-182795;R-HSA-3656254;R-HSA-9668253;R-HSA-5339713;R-HSA-3656230;R-HSA-167474;R-HSA-167477;R-HSA-9686699;R-HSA-167484;R-HSA-9698003;R-HSA-9698000;R-HSA-9665232;R-HSA-9698007;R-HSA-9698005;R-HSA-173642;R-HSA-182859;R-HSA-3149434;R-HSA-9698008;R-HSA-9683679;R-HSA-9698013;R-HSA-8868567;R-HSA-3325540;R-HSA-8868573;R-HSA-9683663;R-HSA-182876;R-HSA-2737728;R-HSA-874087;R-HSA-9665278;R-HSA-1247842;R-HSA-3656261;R-HSA-1247841;R-HSA-8951549;R-HSA-3656258;R-HSA-9637605;R-HSA-3656257;R-HSA-1247844;R-HSA-6785565;R-HSA-3656269;R-HSA-3656267;R-HSA-9698029;R-HSA-3636919;R-HSA-5655252;R-HSA-5655248;R-HSA-9036289;R-HSA-3656382;R-HSA-5655263;R-HSA-9036290;R-HSA-9661980;R-HSA-9673223;R-HSA-164503;R-HSA-5655235;R-HSA-164500;R-HSA-5655233;R-HSA-9670155;R-HSA-164507;R-HSA-164504;R-HSA-164505;R-HSA-5655245;R-HSA-164510;R-HSA-9673231;R-HSA-164508;R-HSA-5655240;R-HSA-164509;R-HSA-5655241;R-HSA-164515;R-HSA-164512;R-HSA-164513;R-HSA-5655285;R-HSA-164519;R-HSA-9668148;R-HSA-5655295;R-HSA-9623096;R-HSA-164520;R-HSA-164521;R-HSA-5655290;R-HSA-164527;R-HSA-164524;R-HSA-5655289;R-HSA-164528;R-HSA-5655266;R-HSA-5483238;R-HSA-5655277;R-HSA-3149454;R-HSA-9670189;R-HSA-9636396;R-HSA-9621073;R-HSA-9636439;R-HSA-173771;R-HSA-173769;R-HSA-112333;R-HSA-5621402;R-HSA-5637766;R-HSA-5637764;R-HSA-5637765;R-HSA-5637770;R-HSA-9610867;R-HSA-9634418;R-HSA-9698928;R-HSA-6785668;R-HSA-5637808;R-HSA-1247999;R-HSA-5656248;R-HSA-5637798;R-HSA-9634402;R-HSA-9695841;R-HSA-9665121;R-HSA-5637796;R-HSA-9635424;R-HSA-5637794;R-HSA-5637795;R-HSA-2262743;R-HSA-9695845;R-HSA-5637792;R-HSA-5637806;R-HSA-9636461;R-HSA-9695853;R-HSA-5637800;R-HSA-5637801;R-HSA-9656211;R-HSA-9656209;R-HSA-8951690;R-HSA-9656215;R-HSA-9611158;R-HSA-9664406;R-HSA-9656214;R-HSA-9656213;R-HSA-9656212;R-HSA-9666458;R-HSA-5210947;R-HSA-9710490;R-HSA-9666435;R-HSA-9698179;R-HSA-1248002;R-HSA-9666433;R-HSA-9665409;R-HSA-8876948;R-HSA-9665408;R-HSA-9665415;R-HSA-9665413;R-HSA-9665412;R-HSA-9611147;R-HSA-9665417;R-HSA-9664397;R-HSA-5656438;R-HSA-2730752;R-HSA-2400009;R-HSA-2900765;R-HSA-8863674;R-HSA-6803234;R-HSA-5655315;R-HSA-6803233;R-HSA-8876993;R-HSA-844612;R-HSA-5655326;R-HSA-8877003;R-HSA-5655323;R-HSA-4420365;R-HSA-844610;R-HSA-5655320;R-HSA-6803240;R-HSA-3878762;R-HSA-9663426;R-HSA-5655348;R-HSA-5655347;R-HSA-9665525;R-HSA-9665524;R-HSA-3642203;R-HSA-5210943;R-HSA-6803230;R-HSA-6803227;R-HSA-3656523;R-HSA-9664275;R-HSA-9670418;R-HSA-9664273;R-HSA-9670417;R-HSA-2029469;R-HSA-9670416;R-HSA-2029466;R-HSA-9664278;R-HSA-2029465;R-HSA-9697051;R-HSA-8951552;R-HSA-9670426;R-HSA-9665304;R-HSA-9665311;R-HSA-9670431;R-HSA-9664285;R-HSA-9670428;R-HSA-9637635;R-HSA-2220976;R-HSA-3595175;R-HSA-9665280;R-HSA-9686790;R-HSA-9655046;R-HSA-9665286;R-HSA-9664261;R-HSA-9665284;R-HSA-2029445;R-HSA-9664271;R-HSA-3595178;R-HSA-9664270;R-HSA-9670414;R-HSA-3595176;R-HSA-9668365;R-HSA-9670413;R-HSA-9664268;R-HSA-9670412;R-HSA-9636658;R-HSA-168865;R-HSA-8870703;R-HSA-9636669;R-HSA-5638137;R-HSA-9665315;R-HSA-2220944;R-HSA-9670433;R-HSA-9700131;R-HSA-9670436;R-HSA-8853308;R-HSA-8853307;R-HSA-2029473;R-HSA-9700181;R-HSA-8853316;R-HSA-169921;R-HSA-8853314;R-HSA-9700179;R-HSA-1861595;R-HSA-9700190;R-HSA-1250264;R-HSA-8853323;R-HSA-184269;R-HSA-9666383;R-HSA-1250253;R-HSA-9706356;R-HSA-182243;R-HSA-1839102;R-HSA-1222641;R-HSA-4341669;R-HSA-9666426;R-HSA-5682111;R-HSA-9666425;R-HSA-1839095;R-HSA-9665407;R-HSA-9666430;R-HSA-9698174;R-HSA-9665405;R-HSA-9666428;R-HSA-9679740;R-HSA-9665404;R-HSA-182263;R-HSA-9700193;R-HSA-3304394;R-HSA-1250280;R-HSA-9665389;R-HSA-9665388"
R-HSA-499943,"Interconversion of nucleotide di- and triphosphates",3,81,0.005570072892311924,0.518685870842424,0.8358361301696757,8,33,0.0024415507546611424,-1.0,9606,Homo sapiens,"P00390;P00568;P10599","","R-HSA-71682;R-HSA-75125;R-HSA-111751;R-HSA-110141;R-HSA-111804;R-HSA-73548;R-HSA-74220;R-HSA-73646"
R-HSA-5619049,"Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)",1,4,2.7506532801540364E-4,0.5194635271067027,0.8358361301696757,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"P00450","","R-HSA-5655733"
R-HSA-5619060,"Defective CP causes aceruloplasminemia (ACERULOP)",1,6,4.125979920231055E-4,0.5194635271067027,0.8358361301696757,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"P00450","","R-HSA-5621402"
R-HSA-425410,"Metal ion SLC transporters",1,33,0.0022692889561270802,0.5194635271067027,0.8358361301696757,1,20,0.001479727730097662,-1.0,9606,Homo sapiens,"P00450","","R-HSA-904830"
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",1,162,0.011140145784623847,0.5194635271067027,0.8358361301696757,1,67,0.004957087895827167,-1.0,9606,Homo sapiens,"P00450","","R-HSA-904830"
R-HSA-157118,"Signaling by NOTCH",19,258,0.017741713656993535,0.5220636728347112,0.8358361301696757,67,154,0.011393903521751998,1.0,9606,Homo sapiens,"Q9UM47;Q12860;P28066;P62805;Q16777;P35916;P28065;P28072;P28070;Q99436;Q93084;P62987;P25789;P25788;P49721;P60900;P63104;P25787;P25786","","R-HSA-1912349;R-HSA-9021451;R-HSA-9021450;R-HSA-9021325;R-HSA-9604629;R-HSA-9016861;R-HSA-9013652;R-HSA-9021480;R-HSA-1912382;R-HSA-9018538;R-HSA-1912379;R-HSA-9016751;R-HSA-2974731;R-HSA-9018542;R-HSA-1912378;R-HSA-1912372;R-HSA-1912374;R-HSA-1912369;R-HSA-2172172;R-HSA-9013284;R-HSA-157100;R-HSA-9021478;R-HSA-9604642;R-HSA-2220816;R-HSA-9604387;R-HSA-1980074;R-HSA-9013567;R-HSA-1912357;R-HSA-1912353;R-HSA-1912352;R-HSA-1912355;R-HSA-157629;R-HSA-9017398;R-HSA-157632;R-HSA-1912415;R-HSA-9013069;R-HSA-1912409;R-HSA-9018573;R-HSA-9018572;R-HSA-157124;R-HSA-9604308;R-HSA-1980118;R-HSA-9013568;R-HSA-9017797;R-HSA-9604831;R-HSA-9604829;R-HSA-373706;R-HSA-9017817;R-HSA-1852623;R-HSA-1980109;R-HSA-9021406;R-HSA-9021520;R-HSA-9021523;R-HSA-157145;R-HSA-9016916;R-HSA-1912386;R-HSA-9604471;R-HSA-2168136;R-HSA-9021412;R-HSA-9604834;R-HSA-157937;R-HSA-9014141;R-HSA-9017855;R-HSA-9013631;R-HSA-9013361;R-HSA-9014129;R-HSA-9013488"
R-HSA-2206282,"MPS IIIB - Sanfilippo syndrome B",1,4,2.7506532801540364E-4,0.5229248771840387,0.8358361301696757,2,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"P54802","","R-HSA-2263496;R-HSA-9036052"
R-HSA-9706369,"Negative regulation of FLT3",2,20,0.0013753266400770184,0.5232144641324257,0.8358361301696757,2,12,8.878366380585972E-4,1.0,9606,Homo sapiens,"P62987;Q12913","","R-HSA-9706354;R-HSA-9698408"
R-HSA-2024096,"HS-GAG degradation",4,44,0.0030257186081694403,0.5232946346751022,0.8358361301696757,6,14,0.0010358094110683633,1.0,9606,Homo sapiens,"Q9Y251;P54802;P22304;P98160","","R-HSA-1678650;R-HSA-1667005;R-HSA-2090038;R-HSA-2024084;R-HSA-1678742;R-HSA-1678694"
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",1,26,0.0017879246321001237,0.5234076134926691,0.8358361301696757,1,8,5.918910920390648E-4,1.0,9606,Homo sapiens,"P06276","","R-HSA-9023617"
R-HSA-112311,"Neurotransmitter clearance",1,34,0.002338055288130931,0.5234076134926691,0.8358361301696757,1,13,9.618230245634804E-4,1.0,9606,Homo sapiens,"P06276","","R-HSA-372519"
R-HSA-1483191,"Synthesis of PC",1,55,0.0037821482602118004,0.5234076134926691,0.8358361301696757,1,18,0.0013317549570878958,1.0,9606,Homo sapiens,"P06276","","R-HSA-372519"
R-HSA-9636383,"Prevention of phagosomal-lysosomal fusion",2,26,0.0017879246321001237,0.5244382466231745,0.8358361301696757,3,11,8.138502515537141E-4,1.0,9606,Homo sapiens,"P62987;P31146","","R-HSA-9636439;R-HSA-9636461;R-HSA-9636396"
R-HSA-9637687,"Suppression of phagosomal maturation",2,32,0.002200522624123229,0.5244382466231745,0.8358361301696757,3,17,0.0012577685705830127,1.0,9606,Homo sapiens,"P62987;P31146","","R-HSA-9636439;R-HSA-9636461;R-HSA-9636396"
R-HSA-6803204,"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",1,33,0.0022692889561270802,0.5247207020983607,0.8358361301696757,2,25,0.0018496596626220775,-1.0,9606,Homo sapiens,"Q658P3","","R-HSA-6801184;R-HSA-6801195"
